reviewerID,asin,reviewerName,helpful,comment,rating,summary,unixReviewTime,reviewTime,month,year,word_count,sentiment,product,issue,product_clean,issue_clean
A31RULW0KNYJ5H,B000SP2JLU,LA,"[0, 0]","I have been feeding birds (and thus squirrels) for a long time. I've had all kinds of feeders, and I have come to respect squirrel ingenuity. They are geniuses at figuring out a feeder's design flaw and getting what they want.Still, this is a nice addition to my feeder collection, and so far I've only seen birds feeding from it. I'm not, however, so naive to think it will always be like this. While the feeder is attractive, I can already see that squirrels will probably solve this temporary puzzle. Perhaps a better name for this might have been Perky-Pet Squirrel Deterrent (At least for a while) Wild Bird Feeder.",4.0,No Such Thing as a Squirrel-Proof Feeder,1362787200,"03 9, 2013",3,2013,110,65,Feeder,Squirrels,feeder,squirrels
ANTGGAQYPSWHF,B00AQ4BYBO,"owookiee ""owookiee""","[2, 2]","This doesn't come in it's own box and it wasn't packed well.  The clear guard was split in half and the perch base mangled.  The base is very thin metal, so I wasn't surprised, luckily I was able to bend it back into shape with my hands.  The means of squirrel deterrence is the base being spring-loaded so the weight of the squirrel pulls the neck over the feeding holes.  This is hindered by the thin base getting bent out of shape and by smarter squirrels simply holding on to the midsection and feeding upside-down (they could reach around the clear guard after I glued it back together).For this method of squirrel proofing, I prefer the feeders that have the entire exterior spring-loaded, so that no matter where the squirrel grabs on, the hatches close.  The same company even makes that style and sells it for cheaper.",2.0,Not durable,1377993600,"09 1, 2013",9,2013,147,25,feeder,durability,feeder,durability
A2HRHF83I3NDGT,B00004R9TK,WiseShopper,"[0, 0]",I bought this for my black and decker trimmer and where else would i buy these? its not worth driving to the store and look in different eisle to find something simple as these. Also amazon always seem to have the better price.,5.0,need it? get it.,1385510400,"11 27, 2013",11,2013,43,75,trimmer,,trimmer,
A2AVMEB8PQOTTE,B000FLV9H2,"Robert Riggs ""The Music Connection Wholesale""","[0, 0]","Well the ants was crawling out of the woodwork, I sprinkled some of this powder around and waited to see what would happen.  By next day, I didn't see any ants what so ever.  So I would say it worked.",5.0,Diatomaceous Earth Powder,1337126400,"05 16, 2012",5,2012,40,80,powder,,powder,
A1G2PJDZG31P79,B0018U0A3S,Michael Desimone,"[0, 0]",What can I really say here that hasn't already been said by the other glowing reviews?  Price is very fair and it works really well.  I use it to lubricate my Remington RM1415A 14-Inch 8-Amp Electric Chain Saw which I also bought on Amazon.  Haven't had any problems as of yet and am quite happy with the performance of the bar and chain oil!,5.0,"Great price, works very well",1380585600,"10 1, 2013",10,2013,64,90,oil,,oil,
A88WV7924NGXQ,B001D1FFZA,Rusty,"[6, 7]","Pluses: Decent quality, only works well with certain weeds in ideal soil condition.Minuses: Does not remove the entire root most of the time. Does not work well with crabgrass. Prongs get clogged up in damp clay soil.",4.0,Grandpa's Weeder,1301443200,"03 30, 2011",3,2011,37,35,Weeder,Efficiency,weeder,efficiency
A31XW1RTQ4ZG9W,B007UII50W,C. Yates,"[3, 3]",Did you ever fill you old humming bird feeder and flip it to hang it and have the sticky goo all over you and the floor and the sink....well no more with the new hummingbird feeder from Amazon!  This is a wide mouth top you fill and screw it on then hang the feeder...no flipping it to get to the feed stations.  I love this convenience and you will too.  Order this from Amazon for you tiny feathered friends who come flittin by for that sweet nectar and give you such a breath-taking show in the process.Perky-Pet 130TF 8-Ounce Glass Top Fill Hummingbird Feeder,5.0,Hummer feeder,1366934400,"04 26, 2013",4,2013,104,85,Feeder,,feeder,
A3H8PA7AG48K33,B004L666PM,A. Silverstone,"[1, 2]","This is a convenient to use and reuse pot filler.  It prevents the erosion of soil through large-hold pots.  Or it can be used to prevent root root in sealed pots.  It is light, easy to use, and this way you don't need to worry about stones, broken clay or other items.  Plus, it is simple to trim to fit any size of pot.",5.0,Convenient Pot Filler,1310169600,"07 9, 2011",7,2011,64,85,filler,,filler,
AVU9EZ7I2ND6D,B005G6TQE4,Fillmoe,"[75, 87]","I love pressure cookers and have used them in cooking for about 40 years; I also formerly demonstrated several different brands in department and specialty cookware shops, so I was very eager to give the Emson pressure smoker a trial run.  In the hot smoke function, which cooks and smokes food at the same time - probably the most-used function - simply put a few smoking chips into a cup, cover the cup, pour in 1/2 cup water, layer the seasoned food onto the stacking racks, seal the cooker, set the time, and press ""Start.""  It really is that simple.  So far, I've cooked pork tenderloin, chicken drumsticks, and, using the cold smoke function, a salmon fillet. To my knowledge, this is the only stovetop appliance that will cold smoke food.  All the results were perfectly satisfactory.  This could be fun, so my next projects will be smoked hardboiled eggs, and smoked cheese.Details:  I didn't have any chips, so I've used the finely chopped wood chips I purchased for a Cameron stovetop smoker.  These worked fine, using about 1 tablespoon each time.  I followed the suggested times in the instruction booklet, except for the salmon.  I wanted smoked, lightly cooked salmon to place on a salad platter, and the instructed time would have produced a flakey fish suitable for mixing into pates.Reality checks:  While the pressure smoker does smoke food much faster than traditional outdoor smoking, the process is not nearly as fast as pressure cooking in a traditional pressure cooker.  The Emson instructions say to cook chicken pieces for 30 minutes, which produced a slightly overcooked, but tasty dinner.  A traditional pressure cooker takes ten minutes to cook chicken parts.  It may be possible to match the faster results by a traditional cooking method in the Emson smoker, omitting the chips, but the residual smoke odor would discourage me from cooking any recipe other than smoked food.More reality:  The capacity of the cooker is limited to approximately the amount of food for three or four people even with the layering of the racks.  But, the process is quick, so one could repeat the process for a bigger crowd.  The smoke odor fills the room; it remained for over a day, even though I am able to leave a door open to outside and ran the kitchen exhaust fan directly above the cooker while I was using it.  I washed the cooker and am storing it in the garage, but I still smell the smoke when I pass it, several days later.  The safety instructions do not spell out clearly enough the risk of burning oneself.  The user must pull off the pressure regulator to release the steam.  This sends steam shooting out.  I tried it first with a thick hot pad to protect my hand and quickly pulled back as the pad became saturated with steam.  I used a silicone mitt to remove the regulator with good results.  I still came away with my hair and clothes smelling like smoke.All in all, it's a well-made product that delivers as promised.",4.0,Speedy smoked food,1320192000,"11 2, 2011",11,2011,505,75,smoker,odor,smoker,odor
A1TS45JWJVOSSW,B007UII5EI,"Duane Sparks ""Duane""","[0, 0]","I have a hummingbird feeder with the same exact look by Perky-Pet and it attracts the birds and is fairly easy to maintain.  However, it is a bottom filler and you need to disassemble it almost completely to refill the nectar.  All I have to do with our new additional feeder is remove the top and pour in the nectar.  So Much Simpler~  It isn't the season for hummingbirds in NW Indiana yet, so I cannot test it, but with the same appearance as our current feeder I have no doubt it will be successful.",5.0,The top filler makes this a winner,1370044800,"06 1, 2013",6,2013,95,75,feeder,refill,feeder,refill
AI0BCEWRE04G0,B001DGII5O,Stoney,"[4, 4]","I wouldn't be surprised to find an identical nozzle in a 100-year-old archaeological dig---and (with a little grease), it would almost certainly work like new.  There's alot to be sad for ""proven technology"".PRONS/CONS> Virtually indestructible, can easily last a human lifetime.> Holds any particular spray pattern until you change it---ideal for folks with arthritis or weak grips, or for jobs when you want a particular spray pattern for a long period of time.ALTERNATIVE> Although I have several brass nozzle(since they last forever), I prefer the basically similar zinc pistol-grip design, mostly because I can change the pattern quickly, and water a large part of my garden while standing in place.Gilmour Full Size Zinc Pistol Grip Nozzle with Threaded Front 573TF> TheGilmour Select-A-Spray Comfort Grip Nozzle 594 Black/TealorGilmour Select-A-Spray Metal Nozzle 584may be a good compromise for folks who like selectable spray patterns.  It is essentially a zinc pistol grip nozzle with a full-action setting, plus several selectable patterns.MAINTENANCE> Avoid leaving the nozzle in damp acidic soil or puddles.  Even brass can corrode eventually.  Always shut the nozzle completely off when you are finished using it---even if you close your faucet as well because even very slow leakage can leave mineral deposits in the nozzle, or acidic water can corrode the nozzle.> With time and/or a little corrosion, the action can get stiff.  Unscrew the nozzle as far as it will go (to the full-open, maximum flow position).  Smear grease on the core (inside) peice and open/close the nozzle several times to spread the grease around.  Wipe off excess.  Some brass nozzles (the best, probably including the Dramm) designs are all brass and have no o-rings.  Some cheap, particularly plastic, versions have o-ring seals.  Petroleum grease can damage o-rings, and anything else made from rubber.  Silicon grease is better, especially for nozzles with o-rings.Permatex 22058 Dielectric Tune-up Grease - 3 oz.> If the nozzle leaks, try greasing it as described above.> If your water has a high calcium content (you'll know because it makes a white film on your bathroom tiles and your showerhead), it is possible that limestone deposits have built up inside your nozzle.  If greasing doesn't fix the problem, open the nozzle fully and soak it in vinegar overnight.  (This is the same fix for your showerhead and for your bathroom and kitchen faucetheads if they no longer spray evenly).CHOOSING A BRASS NOZZLECarefully examine the nozzle before purchasing.  It should consists of 2 and ONLY 2 brass parts.  If the hose connector is ""pressed-on"" to the core piece, don't buy it.  Such nozzle can leak.  Purchase only SOLID brass nozzles.A NOZZLE NOT A VALVEAlthough it does have a ""closed"" position, this is a nozzle, NOT a valve. If you want a VALVE to reduce the PRESSURE, then install aMelnor 390S Hose Shut-Offjust before the nozzle---this is also a good solution if you purchase a cheap nozzle which leaks.",5.0,Does the Job,1336521600,"05 9, 2012",5,2012,474,75,nozzle,corrosion,nozzle,corrosion
